http://vocab.getty.edu/aat/300404669,visual/ff/ffee52d2-bc7c-429e-b950-960831a7a456.json,,obj/98483.json,
http://vocab.getty.edu/aat/300054766,visual/e7/e7926960-e52d-4883-a870-ef0b8024c67c.json,,vis/175677.json,
http://vocab.getty.edu/aat/300404670,place/fa/faef4972-a2ab-4497-a8c1-e492a26c3932.json,,obj/98483.json,
http://vocab.getty.edu/tgn/2113008,,activity/00/00d4c625-f2f6-41b5-bf84-f312ed0c38b7.json,,
http://vocab.getty.edu/ulan/500303557,,activity/08/0894bd61-01a4-4c00-9a10-de353ad4c8f8.json,,agt/16189.json
http://vocab.getty.edu/tgn/7014210,,activity/08/0894bd61-01a4-4c00-9a10-de353ad4c8f8.json,vis/8619.json,
http://vocab.getty.edu/ulan/500115632,,activity/0f/0f5d3665-0e9a-4b77-adca-f6e5a4303668.json,,
http://vocab.getty.edu/ulan/500303956,,activity/14/1483620b-a677-434a-9843-66d343c5b7d8.json,,
http://vocab.getty.edu/tgn/7022657,,activity/14/1483620b-a677-434a-9843-66d343c5b7d8.json,vis/92083.json,
http://vocab.getty.edu/tgn/7013296,,activity/1b/1b607fb1-73d3-43cc-9ed0-8495432fd4ff.json,obj/76068.json,
http://vocab.getty.edu/tgn/7012006,,activity/21/2129afd9-ddee-4ca0-b788-6a66c64dd0c8.json,agt/46477.json,
http://vocab.getty.edu/ulan/500302040,,activity/59/59bf1907-0d46-4aac-a449-d243c6571952.json,,
http://vocab.getty.edu/tgn/1004847,,activity/59/59bf1907-0d46-4aac-a449-d243c6571952.json,,
http://vocab.getty.edu/ulan/500301991,,activity/59/59bf1907-0d46-4aac-a449-d243c6571952.json,,
http://vocab.getty.edu/ulan/500125190,,activity/00/004bc6df-0166-4588-acb8-26ff4d210596.json,,
http://vocab.getty.edu/tgn/7011781,,activity/00/004bc6df-0166-4588-acb8-26ff4d210596.json,vis/52567.json,
http://vocab.getty.edu/tgn/7010273,,activity/06/06c13837-6650-4110-bc8a-f56d154a3601.json,obj/94032.json,
http://vocab.getty.edu/tgn/7007887,,activity/0e/0ea35448-c278-4a50-ab99-99d827f6e835.json,obj/32579.json,
http://vocab.getty.edu/ulan/500301758,,activity/13/139e5fc8-45a4-4a58-a279-e772d6a18456.json,,
http://vocab.getty.edu/ulan/500301680,,activity/1b/1b10f4df-f097-401e-85f8-5d51c3dfb5dc.json,,
http://vocab.getty.edu/ulan/500300318,,activity/20/208955b6-8f84-400e-8008-78609d218829.json,,
http://vocab.getty.edu/tgn/7013702,,activity/20/208955b6-8f84-400e-8008-78609d218829.json,obj/78374.json,
http://vocab.getty.edu/tgn/1140416,,activity/05/0509192a-b4bc-4c33-a9f5-f89c5f853fbb.json,,
http://vocab.getty.edu/aat/300264578,object/ff/fffede3c-c405-4b1c-aab2-ce17a76f4d45.json,,obj/98483.json,
http://vocab.getty.edu/aat/300435424,activity/f8/f815eff3-ac45-41bb-aa3a-1edef145bfce.json,,exb/4543.json,
http://vocab.getty.edu/aat/300418049,visual/fd/fde9ee37-6c73-401f-9e8e-7faad8b09763.json,,agt/9859.json,
http://vocab.getty.edu/ulan/500304579,,activity/1e/1ea0c3fe-5fc4-436f-93a9-5eaa156324c4.json,,
http://vocab.getty.edu/tgn/4003523,,activity/1e/1ea0c3fe-5fc4-436f-93a9-5eaa156324c4.json,,
http://vocab.getty.edu/ulan/500240381,,activity/31/31e924bd-8bfd-449e-9b6b-5ef68597967c.json,,
http://vocab.getty.edu/aat/300388277,visual/ff/ffee52d2-bc7c-429e-b950-960831a7a456.json,,obj/98483.json,
http://vocab.getty.edu/aat/300404270,,concept/02/02c43117-0e68-4aa4-88e5-d743373347e2.json,,
http://vocab.getty.edu/aat/300379098,object/ff/ffe1ed81-1224-45e1-9556-54ca24b9b6ae.json,,obj/98483.json,
http://vocab.getty.edu/aat/300055647,object/ff/ffe77004-0e40-4dba-b853-c69303464728.json,,obj/98483.json,
http://vocab.getty.edu/aat/300055644,visual/3b/3b4e6c8b-482e-4582-8770-26e53b908198.json,,obj/98483.json,
http://vocab.getty.edu/aat/300025103,visual/ff/ffee52d2-bc7c-429e-b950-960831a7a456.json,,vis/89497.json,
http://vocab.getty.edu/aat/300053241,visual/ff/ff9a3a26-7e4a-4bac-9fd4-efb8bd953701.json,,obj/99972.json,
http://vocab.getty.edu/aat/300191086,object/ff/fffede3c-c405-4b1c-aab2-ce17a76f4d45.json,,obj/98483.json,
http://vocab.getty.edu/aat/300241507,object/ff/fffede3c-c405-4b1c-aab2-ce17a76f4d45.json,,obj/98483.json,
http://vocab.getty.edu/aat/300041273,visual/af/af2a30a8-5ab7-4dbc-9d64-184dd0879ba0.json,,obj/99972.json,
http://vocab.getty.edu/aat/300435443,visual/ff/ffee52d2-bc7c-429e-b950-960831a7a456.json,,obj/98483.json,
http://vocab.getty.edu/aat/300404024,object/ff/fffede3c-c405-4b1c-aab2-ce17a76f4d45.json,,obj/98483.json,
http://vocab.getty.edu/aat/300312355,object/ff/fffede3c-c405-4b1c-aab2-ce17a76f4d45.json,,obj/98483.json,
http://vocab.getty.edu/aat/300435704,person/ff/ff81e3d2-fdf0-4def-8b51-3a3c3dfb623e.json,,obj/98483.json,
http://vocab.getty.edu/aat/300435430,object/ff/ffe1ed81-1224-45e1-9556-54ca24b9b6ae.json,,obj/98483.json,
http://vocab.getty.edu/aat/300435429,object/ff/fffede3c-c405-4b1c-aab2-ce17a76f4d45.json,,obj/98483.json,
http://vocab.getty.edu/aat/300133046,object/ff/fffede3c-c405-4b1c-aab2-ce17a76f4d45.json,,obj/98483.json,
http://vocab.getty.edu/aat/300025883,visual/c9/c9639e23-6977-4806-a3da-d983fb76ced2.json,,vis/166332.json,
http://vocab.getty.edu/aat/300435418,object/ff/fffede3c-c405-4b1c-aab2-ce17a76f4d45.json,,obj/98483.json,
http://vocab.getty.edu/ulan/500125274,,object/00/000affe0-2b34-42b6-9e7d-b58df172ec41.json,,obj/118079.json
http://vocab.getty.edu/tgn/1005605,,activity/05/05d93385-c61e-471f-afdf-6f552e46ea66.json,,
http://vocab.getty.edu/ulan/500303559,,activity/1f/1fa3c497-84c8-41b4-ad22-439714b6601d.json,,obj/118079.json
http://vocab.getty.edu/ulan/500304117,,activity/26/26646f71-f092-4040-ad65-61d164897c9d.json,,
http://vocab.getty.edu/tgn/7017431,,activity/26/26646f71-f092-4040-ad65-61d164897c9d.json,,
http://vocab.getty.edu/ulan/500302240,,activity/26/26646f71-f092-4040-ad65-61d164897c9d.json,,
http://vocab.getty.edu/ulan/500303562,,activity/33/3325e25d-83bd-412d-a4d2-1e692a21b35d.json,,
http://vocab.getty.edu/ulan/500307791,,activity/31/31832e88-e5c8-451f-b359-b951b23a06ed.json,,
http://vocab.getty.edu/tgn/7009546,,activity/31/31832e88-e5c8-451f-b359-b951b23a06ed.json,agt/9356.json,
