vocab,lux,ycba,yuag
http://vocab.getty.edu/tgn/7011969##quaPlace,https://lux.collections.yale.edu/data/place/9244761f-29d8-4fdb-9f69-c054fd3a6fa1,https://ycba-lux.s3.amazonaws.com/v3/place/69/693ea570-013a-44aa-b090-90f9b0526644.json##quaPlace,
http://vocab.getty.edu/tgn/7008209##quaPlace,https://lux.collections.yale.edu/data/place/d38d40f9-f941-4d73-aa0c-81cbb8a92747,https://ycba-lux.s3.amazonaws.com/v3/place/a9/a937099b-34ca-46aa-8bcc-422d6ac216dd.json##quaPlace,
http://vocab.getty.edu/tgn/1126102##quaPlace,https://lux.collections.yale.edu/data/place/714887b1-d160-4406-8415-3b26a0f42274,https://ycba-lux.s3.amazonaws.com/v3/place/a4/a448ecb9-6960-48cf-958e-02d757f159ed.json##quaPlace,
http://vocab.getty.edu/tgn/1031061##quaPlace,https://lux.collections.yale.edu/data/place/e6055a65-8626-4cd0-b3be-4ca968b0ac4a,https://ycba-lux.s3.amazonaws.com/v3/place/9e/9e923cd8-9f5b-44bb-a0bf-e35d07e56132.json##quaPlace,
http://vocab.getty.edu/tgn/1029224##quaPlace,https://lux.collections.yale.edu/data/place/bcf0d492-1c3e-4d6a-b70d-3f7de5fcf597,https://ycba-lux.s3.amazonaws.com/v3/place/10/103f77bc-4bb0-4990-8d5a-855ea04e42d1.json##quaPlace,
http://vocab.getty.edu/tgn/7011932##quaPlace,https://lux.collections.yale.edu/data/place/2e5bb962-4886-4f8a-872c-3670c5e82c17,https://ycba-lux.s3.amazonaws.com/v3/place/10/10b14301-dbe0-4792-8948-2c3824e43fbf.json##quaPlace,
http://vocab.getty.edu/tgn/7017233##quaPlace,https://lux.collections.yale.edu/data/place/fafdef9a-ef95-48f6-8f26-f47d3320285b,https://ycba-lux.s3.amazonaws.com/v3/place/b0/b077deaf-3796-410d-8cc6-0f904ef0b065.json##quaPlace,
http://vocab.getty.edu/tgn/1075548##quaPlace,https://lux.collections.yale.edu/data/place/dff553f9-191a-41c1-bd7f-5dc0624d579e,https://ycba-lux.s3.amazonaws.com/v3/place/5d/5d64bca3-bccc-46ca-97fa-135708ba77d0.json##quaPlace,
http://vocab.getty.edu/tgn/7011832##quaPlace,https://lux.collections.yale.edu/data/place/2fce5e15-d2d6-4d90-889c-1d4039102a36,https://ycba-lux.s3.amazonaws.com/v3/place/f2/f257a096-7508-41a2-aadc-ce222e3051fd.json##quaPlace,
http://vocab.getty.edu/tgn/7005659##quaPlace,https://lux.collections.yale.edu/data/place/3cf923aa-4d11-4ebe-985e-ed2e14381b1d,https://ycba-lux.s3.amazonaws.com/v3/place/63/632cf47e-68d1-4d43-a5d8-cf2890bbddfe.json##quaPlace,
http://vocab.getty.edu/tgn/7008178##quaPlace,https://lux.collections.yale.edu/data/place/65b92525-330b-4e8c-a09f-c9bb0229b06f,https://ycba-lux.s3.amazonaws.com/v3/place/7a/7a94e7dc-cc1c-4cea-b558-cd102a93c3cb.json##quaPlace,
http://vocab.getty.edu/tgn/7007009##quaPlace,https://lux.collections.yale.edu/data/place/cfde0a7e-87c4-4d86-85a4-85f9c626d86c,https://ycba-lux.s3.amazonaws.com/v3/place/3a/3abf338e-70b9-46e3-bdf1-cf5d2b4a8f16.json##quaPlace,
http://vocab.getty.edu/tgn/7010088##quaPlace,https://lux.collections.yale.edu/data/place/460f8a98-370b-4f30-b4d3-6c9d4c2b531a,https://ycba-lux.s3.amazonaws.com/v3/place/80/8049c63a-c8e9-47f6-a8ff-a5d4aaf11f0e.json##quaPlace,
http://vocab.getty.edu/tgn/1046817##quaPlace,https://lux.collections.yale.edu/data/place/5d53cc70-f8fe-4476-baab-fa1f38abfd60,https://ycba-lux.s3.amazonaws.com/v3/place/64/646cd2ac-4af1-4790-8e97-2945d5fc463d.json##quaPlace,
http://vocab.getty.edu/tgn/7024273##quaPlace,https://lux.collections.yale.edu/data/place/a1a3d5bd-4c8c-4ac8-8d8b-802c826db25c,https://ycba-lux.s3.amazonaws.com/v3/place/45/4551794c-fb34-4b32-aabc-de8914812e48.json##quaPlace,
http://vocab.getty.edu/tgn/1003381##quaPlace,https://lux.collections.yale.edu/data/place/d6d1cbdd-22dd-4184-8234-ec7dfad75a76,https://ycba-lux.s3.amazonaws.com/v3/place/02/029b8e87-cc08-4bff-87ce-cf2babf60eb5.json##quaPlace,
http://vocab.getty.edu/tgn/1050510##quaPlace,https://lux.collections.yale.edu/data/place/67fe4fa7-bcea-4fba-af1b-c1a73355a618,https://ycba-lux.s3.amazonaws.com/v3/place/4f/4f8dc36a-3f88-41fa-8436-f3ff32c3cbd8.json##quaPlace,
http://vocab.getty.edu/tgn/4003389##quaPlace,https://lux.collections.yale.edu/data/place/1756bd09-2c05-41b5-ab79-02c059d3c8ca,https://ycba-lux.s3.amazonaws.com/v3/place/9d/9d2a2157-a48c-4b10-b87b-3c1b0ffbe9ca.json##quaPlace,
http://vocab.getty.edu/tgn/4012396##quaPlace,https://lux.collections.yale.edu/data/place/f742fba4-d0ba-4f41-8688-c53640b006ee,https://ycba-lux.s3.amazonaws.com/v3/place/cc/cc0715fd-3dd2-4d69-a01a-b79a3e3e0bf9.json##quaPlace,
http://vocab.getty.edu/tgn/7011919##quaPlace,https://lux.collections.yale.edu/data/place/f5f7bc20-30d4-4262-94e5-2832edd43de9,https://ycba-lux.s3.amazonaws.com/v3/place/20/20c73db5-9d9c-4a84-9fc0-49f6222d46f0.json##quaPlace,
http://vocab.getty.edu/tgn/1009995##quaPlace,https://lux.collections.yale.edu/data/place/a959db67-cfce-4cba-b350-07bc1574e968,https://ycba-lux.s3.amazonaws.com/v3/place/14/14d4e8dc-0fac-488f-bed0-1277bd7ea884.json##quaPlace,
http://vocab.getty.edu/tgn/7003677##quaPlace,https://lux.collections.yale.edu/data/place/a1f59023-7ce3-4739-b8d1-e041eca7aae7,https://ycba-lux.s3.amazonaws.com/v3/place/57/57b47a63-a7d0-482e-add0-5483aa743d97.json##quaPlace,
http://vocab.getty.edu/tgn/7011323##quaPlace,https://lux.collections.yale.edu/data/place/8c399986-f2e9-4324-afb2-238aa72b294b,https://ycba-lux.s3.amazonaws.com/v3/place/53/53e57974-5daa-412e-b779-7a21955902bd.json##quaPlace,
http://vocab.getty.edu/tgn/7019007##quaPlace,https://lux.collections.yale.edu/data/place/8a08d7a3-51ad-4287-85e9-6046cc5c9542,https://ycba-lux.s3.amazonaws.com/v3/place/f4/f4b5c070-6a3c-4375-ba0c-e19df1c0c1d9.json##quaPlace,
http://vocab.getty.edu/tgn/7012346##quaPlace,https://lux.collections.yale.edu/data/place/0c232067-d421-49a9-8b48-bc92775a7a5b,https://ycba-lux.s3.amazonaws.com/v3/place/e7/e7207675-9f3a-4953-9a1f-26084d41ac48.json##quaPlace,https://media.art.yale.edu/content/lux/agt/21425.json##quaPlace
http://vocab.getty.edu/tgn/1018778##quaPlace,https://lux.collections.yale.edu/data/place/e1946c89-c42f-4891-a1d5-b51903e929ee,https://ycba-lux.s3.amazonaws.com/v3/place/99/992f80f9-d020-4b22-972c-7ca341afda40.json##quaPlace,
http://vocab.getty.edu/tgn/1004631##quaPlace,https://lux.collections.yale.edu/data/place/b9425ee0-c72e-4bf9-8644-82c2e713887c,https://ycba-lux.s3.amazonaws.com/v3/place/c5/c57eb87a-9bf2-4667-b1b2-4b6bfe0a1c74.json##quaPlace,
http://vocab.getty.edu/tgn/7450601##quaPlace,https://lux.collections.yale.edu/data/place/064f4b1a-390d-4e70-ad8a-94bff942b8c1,https://ycba-lux.s3.amazonaws.com/v3/place/2e/2ef85680-2a56-4967-9cb4-20155995e153.json##quaPlace,
http://vocab.getty.edu/tgn/7010042##quaPlace,https://lux.collections.yale.edu/data/place/752a17ee-0281-4ff9-942e-c20440b95fb1,https://ycba-lux.s3.amazonaws.com/v3/place/41/41622fa3-5511-4a5d-9f05-79a338e6c86f.json##quaPlace,
http://vocab.getty.edu/tgn/7000799##quaPlace,https://lux.collections.yale.edu/data/place/43e8bbcc-2308-48fe-842f-f4f84c2bf484,https://ycba-lux.s3.amazonaws.com/v3/place/0d/0d61a893-8967-49de-881d-c61a3c79de3c.json##quaPlace,
http://vocab.getty.edu/tgn/7019109##quaPlace,https://lux.collections.yale.edu/data/place/67e7b079-838f-4686-a090-d490253f1f9a,https://ycba-lux.s3.amazonaws.com/v3/place/25/2587f8ba-4ad9-4066-a6c5-62ce37fa115d.json##quaPlace,
http://vocab.getty.edu/tgn/1074743##quaPlace,https://lux.collections.yale.edu/data/place/decf79f1-774c-4a2a-a3b7-0d6b3aa636a1,https://ycba-lux.s3.amazonaws.com/v3/place/86/862e07e0-5aad-468f-af6b-29c211feac21.json##quaPlace,
http://vocab.getty.edu/tgn/7011240##quaPlace,https://lux.collections.yale.edu/data/place/dedbe2dc-8a4e-4b49-8181-d9a2d16f56d5,https://ycba-lux.s3.amazonaws.com/v3/place/bf/bf9896f3-0d2b-4d45-919c-9623a75b1754.json##quaPlace,
http://vocab.getty.edu/tgn/7011744##quaPlace,https://lux.collections.yale.edu/data/place/0fe04588-6f7c-4491-985a-82dc5ee53108,https://ycba-lux.s3.amazonaws.com/v3/place/53/534ae931-d117-4c5a-98c1-70c45599c19f.json##quaPlace,
http://vocab.getty.edu/tgn/7012190##quaPlace,https://lux.collections.yale.edu/data/place/48de5d60-26b5-438e-bf66-ab7ded11663d,https://ycba-lux.s3.amazonaws.com/v3/place/2f/2f946761-e9b9-4fc7-aea2-bcc9a8ca506f.json##quaPlace,
http://vocab.getty.edu/tgn/4008122##quaPlace,https://lux.collections.yale.edu/data/place/99e49b62-7b86-4b8f-918c-53f142d968bf,https://ycba-lux.s3.amazonaws.com/v3/place/0b/0b037ca7-a7cb-4f2f-baf8-a01d24f7bc7b.json##quaPlace,
http://vocab.getty.edu/tgn/1029158##quaPlace,https://lux.collections.yale.edu/data/place/3b7e7087-cd6a-4b32-be9e-bcef66964cc7,https://ycba-lux.s3.amazonaws.com/v3/place/2c/2c7b28c6-76e4-41e1-a3df-d58b86417a06.json##quaPlace,
http://vocab.getty.edu/tgn/7008154##quaPlace,https://lux.collections.yale.edu/data/place/4b835432-9766-41e7-b30e-2e6a22ec254d,https://ycba-lux.s3.amazonaws.com/v3/place/91/911fa08d-b6a7-4acd-bad4-9b34705218b2.json##quaPlace,
http://vocab.getty.edu/tgn/7002443##quaPlace,https://lux.collections.yale.edu/data/place/ae38504d-24ad-4fba-a858-ef089985b871,https://ycba-lux.s3.amazonaws.com/v3/place/5f/5f9d4397-6778-4953-b543-8ae0da42c505.json##quaPlace,
http://vocab.getty.edu/tgn/1110914##quaPlace,https://lux.collections.yale.edu/data/place/4a1a2091-5685-4641-bdbc-ba12d2ded4ba,https://ycba-lux.s3.amazonaws.com/v3/place/c3/c3b5253f-c519-4f5e-9a7a-d167a8aefc58.json##quaPlace,
http://vocab.getty.edu/tgn/7009658##quaPlace,https://lux.collections.yale.edu/data/place/00818588-666a-4ca4-b2c4-3eeb56789cfb,https://ycba-lux.s3.amazonaws.com/v3/place/91/917c0bf6-a684-4a6d-af89-324b9b0e51c7.json##quaPlace,
http://vocab.getty.edu/tgn/7003051##quaPlace,https://lux.collections.yale.edu/data/place/5e225c9c-ddd0-4692-8d83-920106965140,https://ycba-lux.s3.amazonaws.com/v3/place/33/33793e75-6989-4c81-87d3-c4fd4bf7e58e.json##quaPlace,
http://vocab.getty.edu/tgn/1002608##quaPlace,https://lux.collections.yale.edu/data/place/875ecdaf-3901-42de-ba1f-3a5ecf89442e,https://ycba-lux.s3.amazonaws.com/v3/place/75/753f5c19-05e3-4704-90d6-4e4df9bc7e19.json##quaPlace,
http://vocab.getty.edu/tgn/7001264##quaPlace,https://lux.collections.yale.edu/data/place/690653f2-f1f4-4d37-9c1d-741be0886b42,https://ycba-lux.s3.amazonaws.com/v3/place/ef/efa8e990-c57d-4fd9-963e-c45efa02bf0a.json##quaPlace,
http://vocab.getty.edu/tgn/1050717##quaPlace,https://lux.collections.yale.edu/data/place/50a4de2a-db64-4e56-b436-60f95683e3e5,https://ycba-lux.s3.amazonaws.com/v3/place/64/64bc068d-4b1d-4fd2-84dc-19f7ddb65d79.json##quaPlace,
http://vocab.getty.edu/tgn/7017092##quaPlace,https://lux.collections.yale.edu/data/place/d7174c30-e92c-4297-b0b7-3f09671caf6f,https://ycba-lux.s3.amazonaws.com/v3/place/ee/ee7d01d1-c8e5-4684-8276-2018b51d8fac.json##quaPlace,
http://vocab.getty.edu/tgn/7008742##quaPlace,https://lux.collections.yale.edu/data/place/c6a03fe4-44f1-45f7-b9f2-b3f8577bed3f,https://ycba-lux.s3.amazonaws.com/v3/place/e3/e33030ea-f82c-4345-b4a1-d0d91a42cb51.json##quaPlace,
http://vocab.getty.edu/tgn/7002959##quaPlace,https://lux.collections.yale.edu/data/place/46d4ec4a-77f0-4f43-9e23-e46b2f4a5ef6,https://ycba-lux.s3.amazonaws.com/v3/place/7b/7bb4c84a-3ba9-4c05-80cc-e24f469c507a.json##quaPlace,
http://vocab.getty.edu/tgn/2029542##quaPlace,https://lux.collections.yale.edu/data/place/421e8330-842a-4ae0-84a4-a2cecf6d7661,https://ycba-lux.s3.amazonaws.com/v3/place/f0/f032b456-3af0-4438-8a5c-46e83b07322a.json##quaPlace,
http://vocab.getty.edu/tgn/7009220##quaPlace,https://lux.collections.yale.edu/data/place/21b54596-3117-4019-a93c-cc67a3cc517d,https://ycba-lux.s3.amazonaws.com/v3/place/df/dfabf8bd-d5e7-4925-a025-ff88b43c700e.json##quaPlace,
http://vocab.getty.edu/tgn/7764752##quaPlace,https://lux.collections.yale.edu/data/place/590f49da-a3e4-49a5-995a-b88ddb749151,https://ycba-lux.s3.amazonaws.com/v3/place/09/093b9ee2-655a-43b7-9899-76d19c7382eb.json##quaPlace,
http://vocab.getty.edu/tgn/1100137##quaPlace,https://lux.collections.yale.edu/data/place/6f3c3cdc-89a8-4d10-80e2-fb63d35312c1,https://ycba-lux.s3.amazonaws.com/v3/place/03/032ae8c0-0a7c-4e44-ad84-0691032cbbfe.json##quaPlace,
http://vocab.getty.edu/tgn/1100283##quaPlace,https://lux.collections.yale.edu/data/place/3c0bae2d-d052-430d-ad68-7cc83a933776,https://ycba-lux.s3.amazonaws.com/v3/place/13/13c46a52-cd15-41d7-ac7a-b08c285d4297.json##quaPlace,
http://vocab.getty.edu/tgn/7003249##quaPlace,https://lux.collections.yale.edu/data/place/fc90b0b8-5709-4cf4-ad70-d29e77f01e09,https://ycba-lux.s3.amazonaws.com/v3/place/47/47cbff32-c745-4998-8167-8f3d2294e645.json##quaPlace,
http://vocab.getty.edu/tgn/7000198##quaPlace,https://lux.collections.yale.edu/data/place/fa6cb15e-df9f-49fa-9779-261c161a2fac,https://ycba-lux.s3.amazonaws.com/v3/place/74/74c02a6f-0475-48cc-83a3-76d530c0c641.json##quaPlace,
http://vocab.getty.edu/tgn/2000100##quaPlace,https://lux.collections.yale.edu/data/place/5e52dc33-9f19-49f9-9355-41e50a6c521e,https://ycba-lux.s3.amazonaws.com/v3/place/67/67206099-d5d1-4b28-9a5c-483ed1bbd63b.json##quaPlace,
http://vocab.getty.edu/tgn/7005688##quaGroup,https://lux.collections.yale.edu/data/group/c48f01bc-8d04-4539-903f-b1e0f1d0dcfd,https://ycba-lux.s3.amazonaws.com/v3/place/f2/f24b7b8c-fa87-4ab5-a513-31d89af10709.json##quaGroup,
http://vocab.getty.edu/tgn/7444369##quaPlace,https://lux.collections.yale.edu/data/place/1d0c27d3-246c-4248-9efc-4dae47236e66,https://ycba-lux.s3.amazonaws.com/v3/place/ac/ac3dd93b-bfd8-4863-b210-80a871ff6442.json##quaPlace,
http://vocab.getty.edu/tgn/1030450##quaPlace,https://lux.collections.yale.edu/data/place/f04827bb-7f37-4ec6-a1ee-0cceeb63752a,https://ycba-lux.s3.amazonaws.com/v3/place/4a/4a595a33-fb91-4de8-a007-247480a02e2c.json##quaPlace,
http://vocab.getty.edu/tgn/7006952##quaGroup,https://lux.collections.yale.edu/data/group/d9279c27-5972-4f5a-a113-f09df41f2adf,https://ycba-lux.s3.amazonaws.com/v3/place/6f/6f7fe05d-33e5-4b6f-8768-190dbd12b0aa.json##quaGroup,
http://vocab.getty.edu/tgn/1131694##quaPlace,https://lux.collections.yale.edu/data/place/253b321e-f0e0-4cc5-bcd4-400d8d037c31,https://ycba-lux.s3.amazonaws.com/v3/place/04/04a563ce-df32-4c80-b06c-3b2798c4e5d6.json##quaPlace,
http://vocab.getty.edu/tgn/1076986##quaPlace,https://lux.collections.yale.edu/data/place/24ca36bc-91bf-429d-a94c-5fc82ae58b7f,https://ycba-lux.s3.amazonaws.com/v3/place/a8/a8e2973b-2d65-4c6c-9f2e-353155f0cc48.json##quaPlace,
http://vocab.getty.edu/tgn/7009097##quaPlace,https://lux.collections.yale.edu/data/place/4943143e-de95-468c-9cf6-de11c5a866d4,https://ycba-lux.s3.amazonaws.com/v3/place/2d/2d6bd30e-960a-4f42-8f93-1f801b4bf68c.json##quaPlace,
http://vocab.getty.edu/tgn/7001518##quaPlace,https://lux.collections.yale.edu/data/place/feca086a-b5b2-47ce-9434-c8fc3727287d,https://ycba-lux.s3.amazonaws.com/v3/place/ce/ce2eaa13-b92f-4bd3-b61b-e4015986ec0a.json##quaPlace,
http://vocab.getty.edu/tgn/7004455##quaType,https://lux.collections.yale.edu/data/concept/0bd73e51-1ea2-4840-8bd7-ab3cfe0ef60e,https://ycba-lux.s3.amazonaws.com/v3/place/07/070fd24a-a07d-453a-b9a8-68e7443728d8.json##quaType,
http://vocab.getty.edu/tgn/1014980##quaPlace,https://lux.collections.yale.edu/data/place/701675c2-490b-46a3-aa51-2580d1104670,https://ycba-lux.s3.amazonaws.com/v3/place/09/095793a8-de15-40e3-8573-90411fc1365d.json##quaPlace,
http://vocab.getty.edu/tgn/7012591##quaPlace,https://lux.collections.yale.edu/data/place/f762ed35-6557-4b15-9e2c-612084add791,https://ycba-lux.s3.amazonaws.com/v3/place/48/48d04c50-f457-4a40-9092-1d0796091aaf.json##quaPlace,
http://vocab.getty.edu/tgn/1029010##quaPlace,https://lux.collections.yale.edu/data/place/258ee933-c872-4684-a483-331159abadc0,https://ycba-lux.s3.amazonaws.com/v3/place/8f/8fe5f6f9-b4eb-4b18-98f0-21b459d1fe2a.json##quaPlace,
http://vocab.getty.edu/tgn/7009741##quaGroup,https://lux.collections.yale.edu/data/group/97d33455-cec3-4790-ba1f-6209ec217715,https://ycba-lux.s3.amazonaws.com/v3/place/b1/b181e414-c941-4d64-bd36-ed0b8751543a.json##quaGroup,
http://vocab.getty.edu/tgn/1001425##quaPlace,https://lux.collections.yale.edu/data/place/652f4fe8-37ca-42e0-9b8f-ddb6c7fcc98e,https://ycba-lux.s3.amazonaws.com/v3/place/65/65a9cf40-4d57-48bd-b09b-bb9e00aa32c3.json##quaPlace,
http://vocab.getty.edu/tgn/7008516##quaPlace,https://lux.collections.yale.edu/data/place/b6beedfb-344e-4d01-9ce0-83743402d748,https://ycba-lux.s3.amazonaws.com/v3/place/a5/a5ad70f8-5e91-44c6-a093-ee63d66dac29.json##quaPlace,
http://vocab.getty.edu/tgn/7001560##quaPlace,https://lux.collections.yale.edu/data/place/ace4a350-3b82-4723-8d41-8a593b905405,https://ycba-lux.s3.amazonaws.com/v3/place/cc/cc13ffc9-73a7-4b50-9d64-8f0e799c222d.json##quaPlace,
http://vocab.getty.edu/tgn/7007833##quaGroup,https://lux.collections.yale.edu/data/group/abe0f740-2b27-4f0d-9d9f-0ab7736af390,https://ycba-lux.s3.amazonaws.com/v3/place/a7/a711eb70-97e9-4308-9aff-3fed5afe1dbd.json##quaGroup,
http://vocab.getty.edu/tgn/7002861##quaPlace,https://lux.collections.yale.edu/data/place/251e2496-1e40-45fe-a685-2389f9dbf2b3,https://ycba-lux.s3.amazonaws.com/v3/place/ca/cad5876b-526d-41b4-8bc1-be17e682c8ca.json##quaPlace,
http://vocab.getty.edu/tgn/1000137##quaPlace,https://lux.collections.yale.edu/data/place/7d8b74fa-4b31-49a4-9af0-dcdb4d80fab0,https://ycba-lux.s3.amazonaws.com/v3/place/83/83110a04-7aab-4fcf-81a7-075908bac7a4.json##quaPlace,
http://vocab.getty.edu/tgn/7008320##quaPlace,https://lux.collections.yale.edu/data/place/88741075-55ab-4774-8abc-a11f5116c1af,https://ycba-lux.s3.amazonaws.com/v3/place/6d/6de9ad04-ddca-4c66-9497-608b8bcb3907.json##quaPlace,
http://vocab.getty.edu/tgn/7010934##quaPlace,https://lux.collections.yale.edu/data/place/413ca65b-fc85-458d-b4c6-230287faf311,https://ycba-lux.s3.amazonaws.com/v3/place/a4/a4716c90-5f7c-498a-b317-c85a50fc8afb.json##quaPlace,
http://vocab.getty.edu/tgn/7025245##quaPlace,https://lux.collections.yale.edu/data/place/dd814d8c-9913-4eb8-b735-8723cf268d8d,https://ycba-lux.s3.amazonaws.com/v3/place/d1/d18f7a8a-212b-4605-b1c1-0644bd78894e.json##quaPlace,
http://vocab.getty.edu/tgn/7011148##quaPlace,https://lux.collections.yale.edu/data/place/b8337093-2633-4004-94db-cb268847d651,https://ycba-lux.s3.amazonaws.com/v3/place/32/32fb6207-5b2c-412b-9a68-5434890b7d7d.json##quaPlace,
http://vocab.getty.edu/tgn/1100542##quaPlace,https://lux.collections.yale.edu/data/place/5e4eac72-c7ce-4db4-822f-2231b2d6fbf1,https://ycba-lux.s3.amazonaws.com/v3/place/c4/c47a42a3-8e45-46f8-af4d-4e7f31fb19db.json##quaPlace,
http://vocab.getty.edu/tgn/7016683##quaPlace,https://lux.collections.yale.edu/data/place/c07231b0-2014-491d-ac45-1bdea682356d,https://ycba-lux.s3.amazonaws.com/v3/place/c8/c8fcfd10-9e6f-4cba-b3c7-6117f23e41b2.json##quaPlace,
http://vocab.getty.edu/tgn/2078791##quaPlace,https://lux.collections.yale.edu/data/place/335f0cf2-3d47-4961-b6ea-9c09f9b1a77e,https://ycba-lux.s3.amazonaws.com/v3/place/f3/f33cc361-9d09-4623-95aa-44236a04fc86.json##quaPlace,
http://vocab.getty.edu/tgn/7010413##quaPlace,https://lux.collections.yale.edu/data/place/b2b99cce-a218-4b73-9811-122ba038642a,https://ycba-lux.s3.amazonaws.com/v3/place/97/97481364-cade-4a77-81ff-0cf7697e0af8.json##quaPlace,
http://vocab.getty.edu/tgn/7001965##quaPlace,https://lux.collections.yale.edu/data/place/11b412b1-3db7-426f-a99e-cafa04a0c281,https://ycba-lux.s3.amazonaws.com/v3/place/e2/e23e940e-5fbc-4e61-a7af-d4c9686890b5.json##quaPlace,
http://vocab.getty.edu/tgn/4006693##quaPlace,https://lux.collections.yale.edu/data/place/e20898f9-7e28-498e-be53-ecebc8310402,https://ycba-lux.s3.amazonaws.com/v3/place/5e/5e6f9a9b-9380-4c19-9ff3-169738c39caf.json##quaPlace,
http://vocab.getty.edu/tgn/7003237##quaGroup,https://lux.collections.yale.edu/data/group/364d627b-1838-42fd-bace-3a3025d2023a,https://ycba-lux.s3.amazonaws.com/v3/place/5f/5fafab5a-9714-4b21-8eab-95d24096fbac.json##quaGroup,
http://vocab.getty.edu/tgn/7002735##quaPlace,https://lux.collections.yale.edu/data/place/4be0336e-fe9b-454d-a3d5-2de4882dcdf3,https://ycba-lux.s3.amazonaws.com/v3/place/1d/1d5ecb20-e378-4f59-8733-a964fd88e4e2.json##quaPlace,
http://vocab.getty.edu/tgn/7010796##quaPlace,https://lux.collections.yale.edu/data/place/d7581b7e-8a5e-41fd-837e-c8f93ce05ec6,https://ycba-lux.s3.amazonaws.com/v3/place/d7/d7496b4b-7759-4659-b8c2-9821d03c09bc.json##quaPlace,
http://vocab.getty.edu/tgn/7003712##quaGroup,https://lux.collections.yale.edu/data/group/e2c8c0e9-01f1-4d42-bb67-aeff8f7676d8,https://ycba-lux.s3.amazonaws.com/v3/place/5b/5be82d0c-beeb-4678-b5d4-0fb78c994833.json##quaGroup,
http://vocab.getty.edu/tgn/7001504##quaPlace,https://lux.collections.yale.edu/data/place/05385212-d566-42ab-a44e-45e1b7db7e38,https://ycba-lux.s3.amazonaws.com/v3/place/58/585a3b89-8ac0-43c1-96ce-ce73624600e5.json##quaPlace,
http://vocab.getty.edu/tgn/7001069##quaPlace,https://lux.collections.yale.edu/data/place/81d4e525-3d52-42cd-9422-45109ef90e80,https://ycba-lux.s3.amazonaws.com/v3/place/77/7720642c-1151-4e53-8f15-cac203b7f5f3.json##quaPlace,
http://vocab.getty.edu/tgn/7010597##quaPlace,https://lux.collections.yale.edu/data/place/ac17b44b-8827-4a88-a4a2-3bf66fb8a3b5,https://ycba-lux.s3.amazonaws.com/v3/place/87/8786269b-da87-4737-9267-a807b4ff8d96.json##quaPlace,
http://vocab.getty.edu/tgn/1064560##quaPlace,https://lux.collections.yale.edu/data/place/ba1e89f8-fa02-4dda-ad92-3ed6aac4876c,https://ycba-lux.s3.amazonaws.com/v3/place/65/65ac6477-8ebc-43dd-a5c8-61417e73c7be.json##quaPlace,
http://vocab.getty.edu/tgn/7077094##quaPlace,https://lux.collections.yale.edu/data/place/d26c82ff-9201-4968-98f6-b015d4a5c0f5,https://ycba-lux.s3.amazonaws.com/v3/place/2f/2f4fba70-1640-4c35-a836-9f8ddb9585df.json##quaPlace,
http://vocab.getty.edu/tgn/1100042##quaPlace,https://lux.collections.yale.edu/data/place/cfbce45f-0946-43a2-8ce3-af4b92714b42,https://ycba-lux.s3.amazonaws.com/v3/place/8d/8da16382-5842-4aac-a74e-100623a50797.json##quaPlace,
http://vocab.getty.edu/tgn/7458760##quaPlace,https://lux.collections.yale.edu/data/place/17b2a3c2-bcfa-4498-bb47-4ecd6cbe19da,https://ycba-lux.s3.amazonaws.com/v3/place/79/797bf4e2-8d49-4cf4-84f8-2b5823c6af08.json##quaPlace,
http://vocab.getty.edu/tgn/7002795##quaType,https://lux.collections.yale.edu/data/concept/8de27c41-562e-4e91-a8b9-20e259d4e1dd,https://ycba-lux.s3.amazonaws.com/v3/place/97/97481364-cade-4a77-81ff-0cf7697e0af8.json##quaType,
http://vocab.getty.edu/tgn/7464711##quaPlace,https://lux.collections.yale.edu/data/place/5c2a73be-c22e-4fa6-89f0-821c438a9161,https://ycba-lux.s3.amazonaws.com/v3/place/18/18cf4519-4177-4111-a962-9f9165092626.json##quaPlace,
http://vocab.getty.edu/tgn/7003157##quaPlace,https://lux.collections.yale.edu/data/place/cfdaa426-49c3-4c79-9c2b-636395f301b3,https://ycba-lux.s3.amazonaws.com/v3/place/62/62be623c-207a-4a68-8b91-4dd03ac9e471.json##quaPlace,
http://vocab.getty.edu/tgn/1050426##quaPlace,https://lux.collections.yale.edu/data/place/2c5febc2-093e-43d8-bfdb-9c783c7345b3,https://ycba-lux.s3.amazonaws.com/v3/place/bd/bd2b7e88-59a4-4d6f-b54c-b0c79b487c82.json##quaPlace,
http://vocab.getty.edu/tgn/7003163##quaPlace,https://lux.collections.yale.edu/data/place/ba17a35a-d7fb-4315-913e-6d4205993bf2,https://ycba-lux.s3.amazonaws.com/v3/place/11/11a13332-b5e1-422c-b59a-127c85b2a516.json##quaPlace,
http://vocab.getty.edu/tgn/1030127##quaPlace,https://lux.collections.yale.edu/data/place/7ef5dd03-333b-435d-8142-ab2d5f4a4e71,https://ycba-lux.s3.amazonaws.com/v3/place/9c/9c7989ac-7269-47da-a190-0d55ddb7a283.json##quaPlace,
http://vocab.getty.edu/tgn/1000670##quaPlace,https://lux.collections.yale.edu/data/place/1ff10d0f-e4e3-484f-b070-537017599d2f,https://ycba-lux.s3.amazonaws.com/v3/place/b9/b9667d4e-19e0-47c0-91ae-1ef1ae3fba9c.json##quaPlace,
